FIRM,Class,Start,End,TOD,FIRMF,Length,Night,Gap,WS,Idx,Base,StartAdj,LenAdj,Comp,Trans,Press,P1S,P1L,P2S,P2L,MalAdj,NFZ,WNFZ,AFZ,WAFZ,MFZ,WMFZ,NBad,TIW,RIW,HIW,SIW,CCW
-10,0,1415,1915,-1,-10,500,1,655,0,16,3.00,0.00,0.00,-1.25,-7.00,-20.50,-10,775,-10,515,1,0,1,0,0,0,0,5,3800,2,6,5,0.00
5,1,1155,1925,1530,0,770,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,430,-10,830,1,0,1,0,0,0,0,0,2935,0,4,4,0.00
1,0,110,508,-1,1,398,1,999,1,1,3.00,0.00,0.00,0.00,-2.00,0.00,0,730,2,505,0,0,1,0,0,0,0,0,1835,1,0,3,0.00
5,0,1130,1593,-1,5,463,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,1,685,2,585,1,0,1,0,0,0,0,0,1270,1,0,2,0.00
5,1,980,1698,1530,2,718,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,1,125,4,120,1,0,1,0,1,0,0,0,597,0,0,3,0.00
-2,0,711,1276,-1,-2,565,0,999,0,6,6.00,0.00,0.00,0.00,-3.00,-5.17,-3,690,-2,735,0,0,0,0,1,0,0,0,3300,2,2,5,0.00
-1,0,1036,1741,-1,-1,705,1,710,0,3,3.00,0.00,0.00,-0.25,-2.00,-1.67,1,60,5,59,1,0,1,0,0,0,0,0,1789,2,3,5,0.00
-2,1,996,1861,1530,-9,865,0,999,0,6,6.00,0.00,0.00,0.00,-3.00,-4.67,-1,660,-2,330,1,0,1,0,0,0,0,0,2605,2,1,3,0.00
-7,0,376,1226,-1,-7,850,0,999,0,8,6.00,-1.75,-1.25,0.00,-3.00,-7.33,-6,525,-5,760,0,0,0,0,1,0,1,0,3735,1,4,5,3.50
4,1,996,1861,1530,-3,865,0,999,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,619,-3,620,1,0,1,0,0,0,0,0,1879,2,1,4,0.00
5,0,585,1020,-1,5,435,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
2,0,1035,1495,-1,2,460,0,575,0,2,6.00,0.00,0.00,-1.50,-2.00,-0.67,2,430,5,380,1,0,0,0,0,0,0,0,2469,1,0,4,0.00
1,0,105,620,-1,1,515,1,755,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,295,-1,600,1,0,1,0,0,0,0,0,2300,2,0,4,5.50
3,1,1300,2020,1530,-3,720,0,485,0,2,6.00,0.00,0.00,-2.75,0.00,-0.67,5,410,5,535,1,0,1,0,0,0,0,0,1114,0,0,3,0.00
1,0,1245,1827,-1,1,582,1,999,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,245,5,470,0,0,1,0,0,0,0,0,2700,1,0,3,0.00
3,0,345,645,-1,3,300,0,999,1,1,6.00,-3.25,0.00,0.00,0.00,0.00,1,615,-1,635,1,0,0,0,0,0,1,0,1250,0,0,2,0.00
2,1,1300,2020,1530,-3,720,0,680,0,2,6.00,0.00,0.00,0.00,-3.00,-0.67,-2,425,-4,600,1,0,1,0,0,0,0,0,2294,2,2,4,4.50
3,0,555,795,-1,3,240,0,999,0,2,6.00,0.00,0.00,0.00,-2.00,-0.67,2,535,2,670,0,0,0,0,0,0,0,0,1910,0,0,3,0.00
-1,0,1325,1830,-1,-1,505,1,999,0,4,3.00,0.00,0.00,0.00,-1.00,-2.67,0,640,4,535,1,0,1,0,0,0,0,0,2945,1,1,4,1.50
-10,1,1270,2165,1530,-10,895,0,999,0,12,6.00,0.00,0.00,0.00,-6.00,-14.00,-10,440,-10,685,1,0,1,0,0,0,0,3,3680,3,5,5,0.00
1,0,675,970,-1,1,295,0,999,0,5,6.00,0.00,0.00,0.00,-2.00,-3.33,-1,735,0,480,0,0,0,0,1,0,0,0,2070,1,0,3,0.00
5,0,690,1280,-1,5,590,0,675,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,480,4,490,1,0,0,0,1,0,0,0,2025,0,0,3,3.00
-5,1,1270,2150,1530,-10,880,0,840,0,9,6.00,0.00,0.00,0.00,-2.00,-9.33,-6,680,-6,515,1,0,1,0,0,0,0,0,3810,2,4,5,0.00
-2,0,309,1033,-1,-2,724,0,621,0,5,6.00,-2.75,0.00,-0.50,-1.00,-3.67,2,580,1,610,0,0,0,0,1,0,0,0,2685,0,0,4,2.50
5,0,729,1023,-1,5,294,0,722,0,2,6.00,0.00,0.00,0.00,-0.50,-0.67,4,689,0,770,1,0,0,0,1,0,0,0,689,0,0,1,0.00
0,1,1028,1983,1530,-9,955,0,835,0,4,6.00,0.00,0.00,0.00,-3.00,-2.67,-1,355,-1,775,1,0,1,0,0,0,0,0,2160,1,0,4,2.50
5,0,668,1298,-1,5,630,0,830,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,2,925,0,710,0,0,0,0,1,0,0,0,2225,1,0,2,0.00
3,1,1028,1993,1530,-9,965,0,615,0,2,6.00,0.00,0.00,-0.75,-2.00,-0.67,1,790,-1,825,1,0,1,0,0,0,0,0,2270,1,0,3,0.00
5,0,1310,1560,-1,5,250,0,800,1,3,6.00,0.00,0.00,0.00,0.00,-1.33,2,165,5,150,0,0,0,0,0,0,0,0,315,0,0,2,0.00
-2,0,600,735,-1,-2,135,0,999,0,8,6.00,0.00,0.00,0.00,-2.00,-5.67,-1,145,0,195,1,0,0,0,0,0,0,0,1860,2,1,5,4.00
-3,0,570,715,-1,-3,145,0,999,0,8,6.00,0.00,0.00,0.00,-3.00,-5.67,-4,465,-1,420,1,0,0,0,0,0,0,0,2130,0,3,6,7.00
-10,1,1370,2130,1590,-10,760,0,740,1,18,6.00,0.00,0.00,0.00,-7.00,-20.33,-10,225,-10,285,1,1,1,0,0,0,0,6,3160,4,10,8,13.00
5,0,1310,1560,-1,5,250,0,800,1,3,6.00,0.00,0.00,0.00,0.00,-1.33,2,165,5,150,0,0,0,0,0,0,0,0,315,0,0,2,0.00
-1,0,890,1035,-1,-1,145,0,999,0,7,6.00,0.00,0.00,0.00,-2.00,-4.67,0,195,1,120,1,0,0,0,1,0,0,0,1730,2,1,5,1.00
5,1,1370,2115,1590,1,745,0,755,1,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,210,-1,145,1,1,1,0,0,0,0,0,210,0,0,1,0.00
-3,0,1430,2315,-1,-3,885,1,999,0,2,3.00,0.00,-3.50,0.00,-1.00,-1.00,-2,990,11,0,0,0,1,0,1,0,0,0,990,1,1,1,0.00
0,0,680,1490,-1,0,810,0,765,0,4,6.00,0.00,-0.75,0.00,-3.00,-2.00,1,840,2,665,1,0,0,0,1,0,0,0,3445,1,1,4,0.00
0,1,950,2030,1590,-10,1080,0,999,0,6,6.00,0.00,0.00,0.00,-2.00,-4.33,1,720,2,660,1,1,1,0,1,0,0,0,3345,1,0,4,0.00
-1,0,1170,1890,-1,-1,720,1,785,0,4,3.00,0.00,0.00,0.00,-1.00,-3.00,0,725,1,645,0,0,1,0,0,0,0,0,3000,1,0,5,0.00
1,0,1430,2150,-1,1,720,1,810,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,2,720,3,540,1,0,1,0,0,0,0,0,1930,0,0,2,0.00
-6,1,950,2030,1590,-10,1080,0,999,0,8,6.00,0.00,0.00,0.00,-5.00,-7.17,-5,720,-4,660,1,1,1,0,1,0,0,0,3885,1,3,4,0.00
2,0,140,860,-1,2,720,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,5,270,11,0,0,0,1,0,0,0,0,0,270,0,0,1,0.00
0,0,1175,1955,-1,0,780,1,999,1,1,3.00,0.00,-1.00,0.00,-2.00,0.00,5,390,2,720,1,0,1,0,0,0,0,0,390,0,0,1,0.00
5,2,1240,1895,1590,1,655,0,999,1,1,6.00,0.00,0.00,0.00,-0.50,0.00,0,780,5,390,1,1,1,0,0,0,0,0,0,0,0,0,0.00
-3,0,95,665,-1,-3,570,1,915,0,5,3.00,0.00,0.00,0.00,-2.00,-3.67,-2,650,3,660,0,0,1,0,0,0,0,0,2871,2,1,2,0.00
-10,0,830,1655,-1,-10,825,1,999,0,9,3.00,0.00,-1.75,0.00,-4.00,-8.17,-5,375,-4,400,1,0,1,0,1,0,0,0,3400,3,3,5,0.00
3,2,1240,1895,1590,-2,655,0,999,0,3,6.00,0.00,0.00,0.00,-2.00,-1.33,3,107,2,690,1,1,1,0,0,0,0,0,1632,1,2,4,0.00
0,0,285,930,-1,0,645,0,999,0,2,6.00,-3.25,0.00,0.00,-2.00,-0.67,2,640,4,640,0,0,0,0,1,0,0,0,1760,1,0,3,0.00
5,0,925,1555,-1,5,630,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,455,4,495,1,0,0,0,1,0,0,0,1729,0,0,3,0.00
0,1,75,1110,150,-6,1035,0,999,0,2,6.00,-4.25,0.00,0.00,-1.00,-0.67,2,340,0,475,1,1,1,0,1,0,0,0,1921,1,0,4,0.00
-2,0,935,1460,-1,-2,525,0,900,0,7,6.00,0.00,0.00,0.00,-2.00,-5.67,-1,720,0,720,0,0,0,0,1,0,0,0,3735,0,1,4,0.00
-4,0,930,1850,-1,-4,920,1,999,0,2,3.00,0.00,-5.00,0.00,-1.00,-1.00,5,630,-1,239,1,0,1,0,1,0,0,0,2879,2,0,4,0.00
-8,1,1210,1985,1590,-10,775,0,999,0,10,6.00,0.00,0.00,0.00,-4.00,-9.83,-7,570,-5,560,1,1,1,0,0,0,0,0,3890,1,4,3,0.00
5,0,995,1205,-1,5,210,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,2,600,1,570,0,0,0,0,0,0,0,0,1170,0,0,2,0.00
5,0,995,1350,-1,5,355,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,165,5,275,1,0,0,0,0,0,0,0,1665,0,0,1,0.00
3,1,1210,2000,1590,0,790,0,965,0,2,6.00,0.00,0.00,0.00,-2.00,-0.67,2,630,5,195,1,1,1,0,0,0,0,0,825,1,0,1,0.00
2,0,1260,1920,-1,2,660,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-2,620,-2,780,0,0,1,0,0,0,0,0,2895,0,2,1,0.00
-1,0,1380,1955,-1,-1,575,1,860,0,5,3.00,0.00,0.00,0.00,0.00,-4.00,0,700,1,640,1,0,1,0,0,0,0,0,3386,0,0,1,0.00
4,1,1260,1800,1590,2,540,0,890,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,2,550,-1,650,1,1,1,0,0,0,0,0,2955,1,0,1,0.00
5,0,950,1435,-1,5,485,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
3,0,1025,1335,-1,3,310,0,873,0,3,6.00,0.00,0.00,0.00,-2.00,-1.33,3,552,2,704,1,0,0,0,0,0,0,0,2036,1,0,2,0.50
4,0,695,1437,-1,4,742,0,755,0,3,6.00,0.00,-0.25,0.00,0.00,-1.33,4,760,4,660,1,0,0,0,1,0,0,0,2110,0,0,3,0.00
5,1,1240,2120,1590,-1,880,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,390,4,662,1,1,1,0,0,0,0,0,1572,0,1,2,0.00
5,0,560,850,-1,5,290,0,830,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,5,565,5,370,0,0,0,0,0,0,0,0,935,0,0,2,1.50
-10,0,1100,1785,-1,-10,685,1,775,0,13,3.00,0.00,0.00,0.00,-3.00,-15.17,-10,665,-7,630,1,0,1,0,0,0,0,1,4080,1,7,4,0.00
-3,0,1190,1750,-1,-3,560,1,720,1,6,3.00,0.00,0.00,0.00,0.00,-5.50,-1,420,-1,779,1,0,1,0,0,0,0,0,2564,0,0,3,3.00
2,1,1240,2120,1590,-3,880,0,883,0,3,6.00,0.00,0.00,0.00,-2.00,-1.67,-3,562,5,180,1,1,1,0,0,0,0,0,2187,4,2,5,0.00
5,0,985,1165,-1,5,180,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
2,0,1360,1855,-1,2,495,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,0,670,2,715,1,0,1,0,0,0,0,0,1385,1,0,2,0.00
4,0,670,1545,-1,4,875,0,999,1,1,6.00,0.00,-1.50,0.00,0.00,0.00,-2,770,-1,785,1,0,0,0,1,0,0,0,2454,0,1,3,0.00
5,1,1270,2185,1590,-3,915,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,300,2,325,1,1,1,0,0,0,0,0,2110,2,1,3,0.00
-1,0,1421,2175,-1,-1,754,1,831,0,4,3.00,0.00,-0.50,0.00,0.00,-3.00,1,730,2,719,0,0,1,0,0,0,0,0,2184,0,0,3,0.00
0,0,1095,1830,-1,0,735,1,600,0,2,3.00,0.00,-0.25,-2.00,0.00,-1.00,2,755,1,610,1,0,1,0,0,0,0,0,2005,1,0,3,0.50
5,1,1270,2185,1590,-3,915,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,736,4,655,1,1,1,0,0,0,0,0,1391,0,0,2,0.00
-5,0,1064,1765,-1,-5,701,1,779,0,5,3.00,0.00,0.00,0.00,-4.00,-3.83,-4,761,2,720,0,0,1,0,0,0,0,0,3300,1,2,4,0.00
3,0,825,1395,-1,3,570,0,999,0,3,6.00,0.00,0.00,0.00,-2.00,-1.33,-2,570,2,570,1,0,0,0,1,0,0,0,1650,1,1,3,0.00
0,1,0,150,150,0,150,0,945,0,2,6.00,-4.00,0.00,0.00,-1.00,-0.67,2,555,-3,720,1,1,1,0,0,0,0,0,2115,0,2,2,0.00
0,0,1340,1800,-1,0,460,1,999,0,4,3.00,0.00,0.00,0.00,0.00,-3.00,1,451,2,595,0,0,1,0,0,0,0,0,2770,0,0,3,0.00
-10,0,1190,1910,-1,-10,720,1,999,0,11,3.00,0.00,0.00,0.00,-4.00,-13.17,-10,722,-10,663,1,0,1,0,0,0,0,2,2974,1,5,4,0.00
5,2,1190,1590,1590,5,400,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,2,700,2,765,1,1,1,0,0,0,0,0,1465,0,0,2,0.00
4,0,395,829,-1,4,434,0,999,0,2,6.00,-1.50,0.00,0.00,0.00,-0.67,5,424,11,0,0,0,0,0,0,0,1,0,424,0,0,1,0.00
-1,0,350,844,-1,-1,494,0,999,0,4,6.00,-2.25,0.00,0.00,-2.00,-2.33,0,388,1,230,1,0,0,0,0,0,1,0,1242,1,0,3,1.50
5,2,1190,1590,1590,5,400,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-1,730,-1,664,1,1,1,0,0,0,0,0,1995,0,0,3,0.00
2,0,411,791,-1,2,380,0,999,0,5,6.00,-1.25,0.00,0.00,0.00,-2.67,4,630,5,565,0,0,0,0,0,0,1,0,2410,0,0,2,0.00
0,0,921,1341,-1,0,420,0,999,0,6,6.00,0.00,0.00,0.00,-2.00,-3.67,-1,460,-3,245,1,0,0,0,1,0,0,0,2555,1,1,5,2.00
-2,2,21,171,150,-1,150,0,765,0,4,6.00,-4.00,0.00,0.00,-2.00,-2.33,0,706,3,475,1,1,1,0,0,0,0,0,2656,1,0,5,0.00
1,0,5,548,-1,1,543,1,999,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,455,5,244,0,0,1,0,0,0,0,0,699,0,0,2,0.00
1,0,260,560,-1,1,300,0,778,0,2,6.00,-4.75,0.00,0.00,0.00,-0.67,4,542,5,540,1,0,1,0,0,0,0,0,1082,0,0,1,1.00
5,1,1400,1880,1590,2,480,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,350,0,560,1,1,1,0,0,0,0,0,350,0,0,1,0.00
5,0,800,1255,-1,5,455,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,244,-3,920,0,0,0,0,1,0,0,0,1164,0,1,2,0.00
1,0,260,560,-1,1,300,0,778,0,2,6.00,-4.75,0.00,0.00,0.00,-0.67,4,542,5,450,1,0,1,0,0,0,0,0,1772,0,0,4,1.00
5,1,1400,1880,1590,1,480,0,999,1,1,6.00,0.00,0.00,0.00,-0.50,0.00,0,560,5,601,1,1,1,0,0,0,0,0,0,0,0,0,0.00
3,0,1120,1240,-1,3,120,0,999,1,1,6.00,0.00,0.00,0.00,-3.00,0.00,-6,765,-6,600,0,0,0,0,0,0,0,0,3575,1,2,4,4.50
-2,0,1210,1975,-1,-2,765,1,695,0,4,3.00,0.00,-0.75,-0.25,-1.00,-3.00,0,670,-4,790,1,0,1,0,0,0,0,0,1915,1,1,2,0.50
5,1,1345,1915,1590,2,570,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,745,5,620,1,1,1,0,0,0,0,0,2950,0,0,4,0.00
-6,0,970,1705,-1,-6,735,1,999,0,7,3.00,0.00,-0.25,0.00,-1.00,-7.33,-4,750,-6,750,0,0,1,0,1,0,0,0,3640,1,3,4,2.00
-10,0,580,1345,-1,-10,765,0,600,0,16,6.00,0.00,-0.38,-1.00,-4.00,-21.00,-10,225,-10,790,1,0,0,0,1,0,0,6,3733,2,8,6,1.50
0,1,1345,1915,1590,-3,570,0,999,1,5,6.00,0.00,0.00,0.00,-3.00,-3.33,-4,195,-2,715,1,1,1,0,0,0,0,0,1464,2,2,4,6.00
2,0,1389,1889,-1,2,500,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,1,390,1,480,0,0,1,0,0,0,0,0,870,0,0,2,0.00
5,0,564,1024,-1,5,460,0,970,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,395,1,605,1,0,0,0,1,0,0,0,1405,0,0,2,0.50
4,1,1419,2409,1590,-6,990,0,740,1,2,6.00,0.00,0.00,0.00,-1.00,-0.67,2,610,0,550,1,1,1,0,1,0,0,0,2565,1,0,4,1.00
4,0,678,1438,-1,4,760,0,790,0,2,6.00,0.00,-0.38,0.00,-1.00,-0.67,5,374,1,730,0,0,0,0,1,0,0,0,1659,1,0,3,3.00
2,0,1422,1858,-1,2,436,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,5,304,5,545,1,0,1,0,0,0,0,0,849,0,0,2,0.00
5,1,1063,2278,1590,-7,1215,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,-1,930,3,735,1,1,1,0,0,0,0,0,2390,0,0,2,0.00
-8,0,208,1018,-1,-8,810,0,930,0,5,6.00,-4.50,-0.75,0.00,-5.00,-3.67,-4,374,-3,725,0,0,1,0,1,0,0,0,2879,1,3,4,1.50
5,0,923,1308,-1,5,385,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-2,780,1,785,1,0,0,0,1,0,0,0,2135,0,1,3,0.00
-7,1,1063,2283,1590,-10,1220,0,999,0,9,6.00,0.00,0.00,0.00,-4.00,-9.17,-10,925,-7,650,1,1,1,0,0,0,0,1,3860,1,4,3,0.00
-2,0,95,635,-1,-2,540,1,750,0,5,3.00,0.00,0.00,0.00,-2.00,-3.33,-5,906,4,435,0,0,1,0,0,0,0,0,2546,1,1,4,0.00
-1,0,840,1320,-1,-1,480,0,999,0,6,6.00,0.00,0.00,0.00,-2.50,-4.50,-4,805,-2,755,1,0,0,0,1,0,0,0,3119,2,2,5,0.00
-5,1,980,1865,1590,-10,885,0,999,0,7,6.00,0.00,0.00,0.00,-4.00,-6.67,-6,570,-4,670,1,1,1,0,1,0,0,0,3050,2,3,4,0.00
2,0,310,490,-1,2,180,0,999,0,2,6.00,-3.75,0.00,0.00,0.00,-0.67,5,380,11,0,0,0,0,0,0,0,0,0,380,0,0,1,0.00
-6,0,1323,1510,-1,-6,187,0,999,0,8,6.00,0.00,0.00,0.00,-5.00,-6.50,-7,525,-1,200,1,0,0,0,0,0,0,0,2233,4,2,5,0.00
-1,2,75,825,150,0,750,0,930,0,3,6.00,-5.25,0.00,0.00,0.00,-1.33,4,164,5,385,1,1,1,0,0,0,0,0,2195,0,3,5,3.50
4,0,645,1393,-1,4,748,0,873,0,2,6.00,0.00,-0.25,0.00,0.00,-0.67,5,462,11,0,0,0,0,0,1,0,0,0,462,0,0,1,1.00
-1,0,1265,1635,-1,-1,370,1,975,0,4,3.00,0.00,0.00,0.00,-1.00,-2.67,0,410,4,460,1,0,1,0,0,0,0,0,2105,1,0,3,0.50
-1,2,75,830,150,0,755,0,999,0,3,6.00,-5.25,0.00,0.00,0.00,-1.33,5,165,5,381,1,1,1,0,0,0,0,0,1144,1,0,4,0.00
0,0,1260,1985,-1,0,725,1,840,0,4,3.00,0.00,0.00,0.00,0.00,-3.00,1,600,2,730,0,0,1,0,0,0,0,0,3250,0,0,1,0.00
-3,0,1140,1860,-1,-3,720,1,640,0,5,3.00,0.00,0.00,-1.25,0.00,-4.50,0,680,1,580,1,0,1,0,0,0,0,0,2760,0,0,1,1.00
2,1,15,540,210,2,525,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-4,780,-2,720,1,1,1,0,0,0,0,0,2785,0,2,1,0.00
-5,0,420,1185,-1,-5,765,0,975,0,8,6.00,-1.00,-0.38,0.00,-2.00,-7.50,-5,560,-1,420,0,0,0,0,1,0,1,0,3745,0,4,5,5.00
5,0,750,1050,-1,5,300,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,1,510,1,555,1,0,0,0,1,0,0,0,3285,2,1,2,0.00
1,1,15,540,210,1,525,1,999,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,390,-6,495,1,1,1,0,0,0,0,0,1865,1,2,4,0.00
4,0,625,1345,-1,4,720,0,885,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,720,5,405,0,0,0,0,1,0,0,0,2405,0,1,4,1.00
-2,0,1090,1900,-1,-2,810,1,999,0,2,3.00,0.00,-1.50,0.00,-2.00,-1.00,4,660,0,384,1,0,1,0,0,0,0,0,3069,2,0,5,0.00
2,1,1200,2010,1650,2,810,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,2,735,2,720,1,1,1,0,0,0,0,0,1455,0,0,2,0.00
-10,0,1090,1920,-1,-10,830,1,625,0,7,3.00,0.00,-1.75,-1.50,-2.00,-7.67,-5,680,-4,779,0,0,1,0,0,0,0,0,4088,1,2,4,1.50
-5,0,880,1690,-1,-5,810,1,735,0,5,3.00,0.00,-1.50,0.00,-3.00,-3.83,-1,900,-1,781,1,0,1,0,1,0,0,0,3221,3,1,2,1.00
2,1,1200,2010,1650,2,810,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-10,610,-10,705,1,1,1,0,0,0,0,2,1674,1,4,4,0.00
2,0,1290,2010,-1,2,720,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-5,0,840,1560,-1,-5,720,0,630,0,9,6.00,0.00,0.00,-0.50,-3.00,-7.67,-5,630,1,539,1,0,0,0,1,0,0,0,2774,2,1,3,2.00
5,0,660,1230,-1,5,570,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,0,450,1,555,1,0,0,0,1,0,0,0,2175,1,0,4,0.00
-3,1,1420,2220,1650,-4,800,1,999,0,3,3.00,0.00,0.00,0.00,-4.00,-2.00,-8,810,0,645,1,1,1,0,0,0,0,0,3495,1,2,5,1.50
2,0,721,1170,-1,2,449,0,931,0,6,6.00,0.00,0.00,0.00,-1.00,-3.33,2,540,3,420,0,0,0,0,1,0,0,0,2550,1,0,4,0.00
4,0,840,1590,-1,4,750,0,720,0,2,6.00,0.00,-0.25,0.00,0.00,-0.67,5,600,0,585,1,0,1,0,1,0,0,0,2565,1,1,3,1.00
-3,1,1420,2220,1650,-5,800,1,999,0,7,3.00,0.00,0.00,0.00,-1.00,-5.17,-4,720,3,315,1,1,1,0,0,0,0,0,3912,1,2,4,0.00
-1,0,1090,1654,-1,-1,564,1,658,0,2,3.00,0.00,0.00,-1.00,-2.00,-1.00,0,783,-2,411,0,0,1,0,0,0,0,0,3490,2,4,1,0.00
5,0,1090,1489,-1,5,399,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,0,606,1,839,1,0,0,0,0,0,0,0,2937,0,0,1,0.00
2,1,1089,1990,1650,-1,901,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-9,539,-8,540,1,1,1,0,0,0,0,0,3976,0,5,1,0.00
2,0,1090,1838,-1,2,748,1,999,1,1,3.00,0.00,-0.50,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-1,0,1090,1654,-1,-1,564,1,658,0,2,3.00,0.00,0.00,-1.00,-2.00,-1.00,0,783,-2,411,1,0,1,0,0,0,0,0,4251,1,5,1,0.00
5,0,1090,1489,-1,5,399,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,0,606,1,839,1,0,0,0,0,0,0,0,2937,0,0,1,0.00
2,1,1089,1990,1650,-1,901,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-1,539,-2,540,1,1,1,0,0,0,0,0,3302,0,1,1,0.00
5,0,965,1335,-1,5,370,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
5,0,1026,1295,-1,5,269,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,0,195,1,635,1,0,0,0,0,0,0,0,1340,0,0,3,0.00
4,0,830,1458,-1,4,628,0,845,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,520,-5,780,1,0,0,0,1,0,0,0,1300,0,1,2,0.50
-8,2,1350,2085,1650,-8,735,1,480,0,4,3.00,0.00,0.00,-4.00,-4.00,-2.67,0,445,0,720,1,1,1,0,0,0,0,0,2513,3,0,5,0.00
2,0,1245,1725,-1,2,480,1,690,0,2,3.00,0.00,0.00,-0.50,0.00,-1.00,2,460,11,0,0,0,1,0,0,0,0,0,460,0,0,1,3.00
3,0,440,745,-1,3,305,0,715,0,4,6.00,-0.75,0.00,0.00,-0.50,-2.00,-3,920,0,590,1,0,0,0,0,0,0,0,1905,0,1,2,0.00
2,0,410,770,-1,2,360,0,999,0,5,6.00,-1.25,0.00,0.00,0.00,-2.67,-1,505,4,370,1,0,0,0,0,0,1,0,2185,0,0,3,1.50
-4,2,1350,2085,1650,-4,735,1,480,0,2,3.00,0.00,0.00,-4.00,-2.00,-1.00,4,445,-5,414,1,1,1,0,0,0,0,0,1118,2,2,4,1.00
2,0,1210,1930,-1,2,720,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-2,0,1210,1930,-1,-2,720,1,720,0,5,3.00,0.00,0.00,0.00,0.00,-4.50,0,720,1,720,1,0,1,0,0,0,0,0,2880,0,0,1,0.00
2,0,1210,1930,-1,2,720,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-3,785,0,720,1,0,1,0,0,0,0,0,3630,0,1,1,0.00
-2,1,1210,1980,1650,-3,770,1,640,0,4,3.00,0.00,0.00,-1.25,-1.00,-3.00,-1,800,1,686,1,1,1,0,0,0,0,0,3328,1,0,1,0.00
2,0,1210,1930,-1,2,720,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-2,0,1210,1930,-1,-2,720,1,720,0,5,3.00,0.00,0.00,0.00,0.00,-4.50,0,720,1,720,1,0,1,0,0,0,0,0,3660,0,0,1,0.00
